Company Name,Acct #,Dialed,L14 Dials,LTO,TZ,City,State,PWC,MOR,Days,Last Note,Campaign,Facebook,"Name (Last, First)",YELP,Google Advertiser,Association,Websites,Craigslist,Thumbtack,YellowPages,Better Business Bureau,Nextdoor,Houzz,High Needs,Pro Name,Pro Count,Con Name,Con Count,Bad Name,Bad Count,Local Count,Score,Score2,Combo
Tim s Tree Service Inc,126308576,N,0, - ,EST,"Cape Coral, FL, 33904",FL,Tree Service,T,0,5/17/2022,,N,http://www.timstreeservicesince1989.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Tony G s Handyman Service,126275480,N,0, - ,PST,"1316 N Hollywood Way, Burbank, CA, 91505",CA,Handyman,T,0,5/16/2022,,N,http://www.tonyghandyman.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,0,0,6,9,15
Top Rated Upholstery Cleaning,126275422,N,0, - ,PST,"214 N Canon Dr, Beverly Hills, CA, 90210",CA,Furniture Repair & Refinish,T,0,5/16/2022,,N,https://www.greencarpetscleaning.com/upholstery-cleaner-beverly-hills/,N,N,N,N,N,N,N,N,N,N,N,2,4,1,1,0,0,0,4,14,18
Tropical Paint Restoration,126307783,N,0, - ,,,,Painting,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
TRUSTED CARE CARPET UPHOLSTRY CLEANING,126307756,N,0, - ,CST,"San Antonio, TX, 78233",TX,Carpeting,T,0,5/17/2022,,N,http://carpetcareinsanantonio.com/,N,N,N,N,N,N,N,N,N,N,N,2,1,0,1,0,0,0,6,7,13
Upholstery Cleaner,126307416,N,0, - ,PST,"816 3rd Ave, Seattle, WA, 98104",WA,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery Cleaner Sherman Oaks 91423,126275529,N,0, - ,PST,"Sherman Oaks, CA, 91423",CA,Furniture Repair & Refinish,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery Cleaning,126307745,N,0, - ,CST,"760 E Nakoma Dr # 4, San Antonio, TX, 78216",TX,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery Cleaning DC,126307248,N,0, - ,EST,"1100 New Jersey Ave SE, Washington, DC, 20003",DC,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery Cleaning Laguna Hills Ca,126308693,N,0, - ,PST,"24321 Avenida De La Carlota, Laguna Hills, CA, 926",CA,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery cleaning near me Sherman Oaks 91423,126275527,N,0, - ,PST,"Sherman Oaks, CA, 91423",CA,Furniture Repair & Refinish,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery Cleaning Tampa Fl,126307479,N,0, - ,EST,"5014 E Busch Blvd, Tampa, FL, 33617",FL,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upholstery Cleaning Temple Terrace Fl,126307481,N,0, - ,EST,"11502 N 53rd St, Tampa, FL, 33617",FL,Furniture Repair & Refinish,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Upstage Home Staging Redesign,126308463,N,0, - ,EST,"15 Honey Hill Rd, Rush, NY, 14543",NY,"Architects, Designers & Engineers",T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,2,,0,,,2,,
Utah Pros Carpet Cleaning,126308802,N,0, - ,MST,"Provo, UT, 84601",UT,Cleaning Services,T,0,5/17/2022,,N,http://utah-pros.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Valley Palm Lawn Service,126307495,N,0, - ,EST,"4313 E Idlewild Ave, Tampa, FL, 33610",FL,Lawn Care,T,0,5/17/2022,,N,http://valleypalm.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Viability Floor Cleaning,126308603,N,0, - ,,,,Flooring,T,0,5/17/2022,,N,https://www.viability.org/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,1,0,0,0,6,4,10
Victor Pest Control,126307807,N,0, - ,,,,Pest Control,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Vinyl Siding Installations,126308642,N,0, - ,EST,"4840 Forest Dr, Columbia, SC, 29260",SC,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Virginia Beach Appliances Repair,126308056,N,0, - ,EST,"1149 Nimmo Pkwy, Virginia Beach, VA, 23456",VA,Appliances,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,1,,0,,,4,,
Washers Dryers Service Repair,126307411,N,0, - ,PST,"1101 4th Ave, Seattle, WA, 98101",WA,Additions and Remodels,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Water Damage Restoration Indianapolis,126307997,N,0, - ,EST,"31 E Georgia St, Indianapolis, IN, 46204",IN,Recovery Service,T,0,5/17/2022,,N,https://www.waterdamagerestorationindianapolis.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Water Heater Repair,126308919,N,0, - ,CST,"9911 E 21st St N, Wichita, KS, 67206",KS,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Water Heaters Plumbers,126307278,N,0, - ,,,,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Weatherby Design Company Engineers,126308601,N,0, - ,,,,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.wdcoengineers.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,1,1,0,0,0,4,2,6
Weber State Interior Design,126308631,N,0, - ,MST,"Weber State University, Ogden, UT, 84403",UT,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.weber.edu/interiordesign/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,1,0,0,0,6,10,16
Welding Testing Laboratory,126308658,N,0, - ,CST,"4350 Scenic Hwy, Baton Rouge, LA, 70805",LA,Welder,T,0,5/17/2022,,N,http://www.weldtest.com/?page_id=6,N,N,N,N,N,N,N,N,N,N,N,2,0,2,0,0,0,0,2,2,4
West Water Heater Repair,126307674,N,0, - ,CST,"2007 S Lindbergh Blvd, St. Louis, MO, 63131",MO,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
White Plains Interior Painting,126308090,N,0, - ,EST,"1 N Lexington Ave, White Plains, NY, 10601",NY,Carpenters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Whitley Heating Cooling Inc Nashville,126308180,N,0, - ,CST,"Nashville, TN 37201",TN,HVAC,T,0,5/17/2022,,N,http://www.whitleyheatingandcooling.com/,N,N,N,N,N,N,N,N,N,N,N,2,2,0,0,0,0,0,6,12,18
Wild Animal Removal St Louis,126307649,N,0, - ,CST,"Saint Louis, MO, 63110",MO,Pest Control,T,0,5/17/2022,,N,http://wildlifeanimalcontrol.com/St-Louis.html,N,N,N,N,N,N,N,N,N,N,N,2,0,0,1,0,0,0,6,4,10
Window and Door Concepts,126308662,N,0, - ,EST,"7580 Thunder Lane, Knoxville, TN, 37849",TN,Doors & Windows,T,0,5/17/2022,,N,https://www.w-dconcepts.com/,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,0,0,0,6,6,12
Wood Floor Cleaning,126275669,N,0, - ,CST,"3820 Atascocita Rd, Humble, TX, 77396",TX,Flooring,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Wood Floor Installation,126308460,N,0, - ,EST,"10 Winthrop St, Rochester, NY, 14607",NY,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
Woodfloor Installation Near Me,126308459,N,0, - ,EST,"527 Monroe Ave, Rochester, NY, 14607",NY,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
World Class Carpet Cleaning,126307482,N,0, - ,EST,"4907 N Armenia Ave, Tampa, FL, 33603",FL,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,2,,0,,0,,,6,,
A A Gutter Cleaning Repair Solutions,126307308,N,0, - ,EST,"2085 W Big Beaver Rd, Troy, MI, 48084",MI,Roofing & Gutters,T,0,5/17/2022,,N,https://aa-gutter-cleaning-repair-solutions.business.site/,N,N,N,N,N,N,N,N,N,N,N,3,3,1,0,0,0,0,7,16,23
A F Installation Tile Hardwood,126308616,N,0, - ,,,,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Ace Comfort Air Conditioning Heating,126275679,N,0, - ,CST,"1504 Rothwell St, Houston, TX, 77002",TX,HVAC,T,0,5/16/2022,,N,https://www.acecomfort-tx.com/,N,N,N,N,N,N,N,N,N,N,N,3,0,0,0,0,0,0,9,9,18
Agawam Garage Door Repair,126308609,N,0, - ,,,,Garage Doors,T,0,5/17/2022,,N,http://topguysgaragedoorrepair.com/garage-door-repair-agawam.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Air Duct Cleaning Repservices,126308052,N,0, - ,EST,"483 S Lynnhaven Rd, Virginia Beach, VA, 23452",VA,HVAC,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Air Duct Dryer Vent Cleaning,126307208,N,0, - ,EST,"3600 S Glebe Rd, Arlington, VA, 22202",VA,HVAC,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Air Duct Dryer Vent Cleaning,126275540,N,0, - ,CST,"2828 N Harlem Ave, Elmwood Park, IL, 60707",IL,HVAC,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
AKG Air Duct Cleaning,126308053,N,0, - ,EST,"Chesapeake, VA, 23325",VA,HVAC,T,0,5/17/2022,,N,http://akgairductcleaning.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
All County Garage Door Service,126308110,N,0, - ,CST,"5914 W Appleton Ave Ste 429B, Milwaukee, WI, 53210",WI,Garage Doors,T,0,5/17/2022,,N,https://milwaukee.all-county-garagedoor-repair-service.com/garage-door-contact-us.html,N,N,N,N,N,N,N,N,N,N,N,3,2,0,0,0,0,0,9,15,24
Angie s List Dryer Vent Cleaning Service,126275424,N,0, - ,CST,"8647 W 2nd St, Los Angeles, CA, 90036",IN,Cleaning Services,T,0,5/16/2022,,N,https://www.greencarpetscleaning.com/dryer-vent-cleaning-los-angeles/,N,N,N,N,N,N,N,N,N,N,N,3,4,0,0,0,0,0,9,21,30
Animal Removal Services,126308080,N,0, - ,,,,Pest Control,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Arizona s Best Garage Door and Repair Company ROC 320355,126308849,N,0, - ,MST,"1191 N Fiesta Blvd Ste B-1, Gilbert, AZ, 85233",AZ,Garage Doors,T,0,5/17/2022,,N,https://www.facebook.com/arizonasbestgaragedoorandrepaircompany/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Artisan Build Group Contractor,126275521,N,0, - ,PST,"15210 Ventura Blvd, Sherman Oaks, CA, 91403",CA,Additions and Remodels,T,0,5/16/2022,,N,http://www.artisanbuildgroup.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,1,0,0,0,0,7,10,17
Artistic Stone Design Contractor,126308239,N,0, - ,CST,"Richmond, Richmond, TX, 23224",TX,Stone & Tile,T,0,5/17/2022,,N,http://www.artisticstonerichmond.com/,N,N,N,N,N,N,N,N,N,N,N,3,0,1,1,0,0,0,7,5,12
Attic Animal Removal,126307326,N,0, - ,PST,"Oakland, CA, 94606",CA,Pest Control,T,0,5/17/2022,,N,http://oaklandanimalattic.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Baltimore Appliance Repair Service,126307577,N,0, - ,EST,"2309 Garrett Ave Apt 102, Baltimore, MD, 21218",MD,Appliances,T,0,5/17/2022,,N,https://baltimore-appliance-repair-service.business.site/?utm_source=gmb&utm_medium=referral,N,N,N,N,N,N,N,N,N,N,N,3,2,0,0,0,0,0,9,15,24
Baltimore Garage Door Repair,126307588,N,0, - ,EST,"101 Park Ave # 117, Baltimore, MD, 21201",MD,Garage Doors,T,0,5/17/2022,,N,http://tiptopgaragedoorrepair.com/garage-door-repair-baltimore.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Bat Removal Pest Control,126307178,N,0, - ,EST,"5701 Connecticut Ave NW, Washington, DC, 20015",DC,Pest Control,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Best Appliance Repair Installation,126308060,N,0, - ,EST,"3334 Virginia Beach Blvd, Virginia Beach, VA, 2345",VA,Appliances,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Best Carpet Cleaning Services,126308786,N,0, - ,EST,"1410 S Cleveland Massillon Rd, Akron, OH, 44321",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Best Garage Door Repair,126307379,N,0, - ,PST,"Seattle, WA 98122",WA,Garage Doors,T,0,5/17/2022,,N,http://www.bestgaragedoorrepair-seattle.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,1,0,0,0,0,7,10,17
Birmingham Installation and Repair of Traditional Water Heaters,126308413,N,0, - ,CST,"913 Allison Bonnett Memorial Dr, Birmingham, AL, 3",AL,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Bud Travers T V Antenna Installations Repair,126307820,N,0, - ,PST,"234 Vista Ave, San Jose, CA, 95127",CA,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
California Glass Block Windows Installation,126275476,N,0, - ,PST,"2201 E Winston Rd Ste D, Anaheim, CA, 92806",CA,Audio/Visual,T,0,5/16/2022,,N,http://www.californiaglassblock.com/,N,N,N,N,N,N,N,N,N,N,N,3,0,0,0,0,0,0,9,9,18
California Replacement Windows Windows Installation,126308750,N,0, - ,PST,"1129 N Kraemer Blvd, Anaheim, CA, 92806",CA,Audio/Visual,T,0,5/17/2022,,N,http://replacementwindowsanaheimca.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Carnegie Water Heater Repair Plumbing,126307906,N,0, - ,EST,"907 Washington Ave, Carnegie, PA, 15106",PA,Plumbing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Carpet Cleaning Houston Leo Pro Services,126275698,N,0, - ,CST,"Houston, TX, 77007",TX,Cleaning Services,T,0,5/16/2022,,N,https://www.leoproservices.com/houston-tx/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
CARPET CLEANING SAME DAY SERVICE Concord 94520,126308547,N,0, - ,PST,"Concord, CA, 94519",CA,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Carpet Cleaning Service Studio City,126275365,N,0, - ,PST,"4052 Shadyglade Ave # 34, Studio City, CA, 91604",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,1,,0,,,7,,
Carpet cleaning services Studio City 91604,126275358,N,0, - ,PST,"Studio City, CA, 91604",CA,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,1,,0,,,7,,
Carpet cleaning services Van Nuys 91423,126275378,N,0, - ,PST,"Van Nuys, CA, 91423",NV,Cleaning Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Catstrong Mold Inspection and Removal Bee Cave,126307947,N,0, - ,CST,"Bee Cave, TX, 78738",TX,Home Inspection,T,0,5/17/2022,,N,https://moldinspectionbeecave.com/bee-cave-disinfectant-and-decontamination-services/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Ceramic Flooring Installation,126307217,N,0, - ,EST,"1525 Wilson Blvd, Arlington, VA, 22209",VA,Audio/Visual,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Champion Windows Sunrooms Home Exteriors,126308000,N,0, - ,EST,"1435 Brookville Way, Indianapolis, IN, 46239",IN,Decks,T,0,5/17/2022,,N,http://getchampion.com/,N,N,N,N,N,N,N,N,N,N,N,3,0,0,0,0,0,0,9,9,18
Charles Village Garage Door Repair,126307589,N,0, - ,EST,"2620 Saint Paul St, Baltimore, MD, 21218",MD,Garage Doors,T,0,5/17/2022,,N,http://tiptopgaragedoorrepair.com/garage-door-repair-charles-village.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Clarks Garage Door Gate Repair,126307211,N,0, - ,EST,"1120 Congress St NE, Washington, DC, 20002",DC,Garage Doors,T,0,5/17/2022,,N,https://clarksgaragedoorrepair.com/garage-door-and-gate-repair/washington-dc,N,N,N,N,N,N,N,N,N,N,N,3,3,0,0,0,0,0,9,18,27
Clean City Janitor Service,126308441,N,0, - ,EST,"817 Troy St, Dayton, OH, 45404",OH,Cleaning Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Clean Pro Gutter Cleaning Tulsa,126308493,N,0, - ,CST,"2623 E 2nd St, Tulsa, OK, 74104",OK,Roofing & Gutters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Clean Surface Pressure Washing LLC,126307296,N,0, - ,MST,"Phoenix, AZ, 85029",AZ,Cabinets & Countertops,T,0,5/17/2022,,N,http://www.cleansurfacepressurewashingllc.com/,N,N,N,N,N,N,N,N,N,N,N,3,2,0,0,0,0,0,9,15,24
Commercial Garage Door Repair Las Vegas 89101,126307618,N,0, - ,PST,"Las Vegas, NV, 89129",CA,Garage Doors,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,2,,0,,,5,,
Concord Appliance Repair Service,126308552,N,0, - ,PST,"1148 Meadow Lane, Concord, CA, 94520",CA,Appliances,T,0,5/17/2022,,N,https://appliancerepair-concordca.com/refrigerator-repair,N,N,N,N,N,N,N,N,N,N,N,3,2,0,0,0,0,0,9,15,24
Conrad Roofing Service Roofing,126307838,N,0, - ,PST,"332 Phelan Ave, San Jose, CA, 95112",CA,Roofing & Gutters,T,0,5/17/2022,,N,http://conradroofingservice.com/,N,N,N,N,N,N,N,N,N,N,N,3,2,0,0,0,0,0,9,15,24
cott s Carpet Upholstery Cleaning,126308147,N,0, - ,MST,"Salt Lake City,, UT, 84101",UT,Carpeting,T,0,5/17/2022,,N,https://scottscarpetcareinc.com/about-us/,N,N,N,N,N,N,N,N,N,N,N,3,1,1,1,0,0,0,7,8,15
Discount Dumpster Service Washington Dc,126307209,N,0, - ,EST,"1601 K St NW Ste 1100, Washington DC, DC, 20006",DC,Waste Material Removal,T,0,5/17/2022,,N,http://www.discountdumpsterservice.com/washington-dc-dc.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,1,0,0,0,7,11,18
Disinfecting Mold Removal,126275568,N,0, - ,CST,"6201 W 95th St, Oak Lawn, IL, 60453",IL,Testing & Abatement Services,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
DIY Depot Lighting Security Cameras and Plumbing Fixtures,126308807,N,0, - ,PST,"5630 District Blvd Ste 106, Bakersfield, CA, 93313",CA,Electrical,T,0,5/17/2022,,N,https://diydepotca.com/,N,N,N,N,N,N,N,N,N,N,N,3,0,3,1,0,0,0,3,1,4
DMACC Interior Design Program,126308829,N,0, - ,CST,"2006 S Ankeny Blvd Bldg 8, Ankeny, IA, 50023",IA,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.dmacc.edu/,N,N,N,N,N,N,N,N,N,N,N,3,0,0,1,0,0,0,9,7,16
Dorchester Garage Door Repair,126307260,N,0, - ,,,,Garage Doors,T,0,5/17/2022,,N,https://topteamgaragedoorrepair.com/garage-door-repair-dorchester.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Dryer Vent Cleaning Pomona Service Eco Green Group Inc,126307682,N,0, - ,PST,"650 Alcott Ave, Pomona, CA, 91766",CA,Cleaning Services,T,0,5/17/2022,,N,http://www.ecogreengro.com/,N,N,N,N,N,N,N,N,N,N,N,3,0,1,0,0,0,0,7,7,14
East Longmeadow Garage Door Repair,126308605,N,0, - ,,,,Garage Doors,T,0,5/17/2022,,N,http://topguysgaragedoorrepair.com/garage-door-repair-east-longmeadow.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Electric Water Heater Repair,126308920,N,0, - ,CST,"6837 W 37th St N, Wichita, KS, 67205",KS,Electrical,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Everclean Carpet Cleaning Nashville,126308187,N,0, - ,CST,"Nashville, TN, 37207",TN,Cleaning Services,T,0,5/17/2022,,N,https://evercleantn.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Everlast Gates Carrollton Automatic Driveway Gates,126275628,N,0, - ,CST,"1411 W Main St Ste D, Carrollton, TX, 75006",TX,Concrete & Masonry,T,0,5/16/2022,,N,http://everlastgates.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Fort Worth Garage Door Repair,126308322,N,0, - ,CST,"510 E 1st St, Fort Worth, TX, 76102",TX,Garage Doors,T,0,5/17/2022,,N,http://cityprogaragedoorrepair.com/garage-door-repair-fort-worth.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
G B Carpet Upholstery Cleaning,126308529,N,0, - ,PST,"4115 Concord Blvd, Concord, CA, 94519",CA,Carpeting,T,0,5/17/2022,,N,https://gbcarpet.business.site/,N,N,N,N,N,N,N,N,N,N,N,3,1,1,0,0,0,0,7,10,17
Garage Door Install or Replace,126308010,N,0, - ,CST,"Hinsdale, IL, 43215",IL,Garage Doors,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,0,,0,,,9,,
Garage Door Installation Austin TX,126307937,N,0, - ,CST,"7501 Burnet Rd, Austin, TX, 78757",TX,Audio/Visual,T,0,5/17/2022,,N,https://garagedoorinstallationaustintx.blogspot.com/,N,N,N,N,N,N,N,N,N,N,N,3,1,0,0,0,0,0,9,12,21
Garage Door Repair,126307155,N,0, - ,EST,"Atlanta, GA, 30314",GA,Garage Doors,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,1,,0,,,7,,
Garage Door Repair,126275548,N,0, - ,CST,"Chicago, IL, 60615",IL,Garage Doors,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,3,,1,,0,,,7,,
Garage Door Repair Akron,126308765,N,0, - ,EST,"1087 Inman St, Akron, OH, 44306",OH,Garage Doors,T,0,5/17/2022,,N,https://deluxegaragedoorrepair.com/garage-door-repair-akron.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Allandale,126307942,N,0, - ,CST,"6003 Shoal Creek Blvd, Austin, TX, 78757",TX,Garage Doors,T,0,5/17/2022,,N,http://millenniumgaragedoorrepair.com/garage-door-repair-allandale.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Canton,126307594,N,0, - ,EST,"1000 S Linwood Ave, Baltimore, MD, 21224",MD,Garage Doors,T,0,5/17/2022,,N,http://tiptopgaragedoorrepair.com/garage-door-repair-canton.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Capitol Hill,126307390,N,0, - ,PST,"Seattle, WA, 98102",WA,Garage Doors,T,0,5/17/2022,,N,http://dreamgaragedoorrepair.com/garage-door-repair-capitol-hill.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Central West End,126307658,N,0, - ,CST,"4218 Lindell Blvd, Saint Louis, MO, 63108",MO,Garage Doors,T,0,5/17/2022,,N,http://prolinegaragedoorrepair.com/garage-door-repair-central-west-end.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Chicopee,126308607,N,0, - ,,,,Garage Doors,T,0,5/17/2022,,N,http://topguysgaragedoorrepair.com/garage-door-repair-chicopee.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Cuyahoga Falls,126308766,N,0, - ,EST,"1223 Roosevelt Ave, Cuyahoga Falls, OH, 44223",OH,Garage Doors,T,0,5/17/2022,,N,https://deluxegaragedoorrepair.com/garage-door-repair-cuyahoga-falls.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Edgewood,126307860,N,0, - ,EST,"5111 S Orange Ave, Orlando, FL, 32809",FL,Garage Doors,T,0,5/17/2022,,N,http://standardgaragedoorrepair.com/garage-door-repair-edgewood.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Holden Heights,126307861,N,0, - ,EST,"320 Krueger St, Orlando, FL, 32839",FL,Garage Doors,T,0,5/17/2022,,N,http://standardgaragedoorrepair.com/garage-door-repair-holden-heights.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Kensington Park,126308425,N,0, - ,EST,"2728 Jay Pl, Sarasota, FL, 34235",FL,Garage Doors,T,0,5/17/2022,,N,http://dolphingaragedoorrepair.com/garage-door-repair-kensington-park.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Lake Forest,126308685,N,0, - ,PST,"24844 Muirlands Blvd, Lake Forest, CA, 92630",CA,Garage Doors,T,0,5/17/2022,,N,http://www.aaa-garagedoorrepair.info/,N,N,N,N,N,N,N,N,N,N,N,3,1,1,0,0,0,0,7,10,17
Garage Door Repair Midtown,126307771,N,0, - ,PST,"2019 Q St, Sacramento, CA, 95811",CA,Garage Doors,T,0,5/17/2022,,N,http://stargaragedoorrepair.com/garage-door-repair-midtown.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
Garage Door Repair Northfield,126307528,N,0, - ,MST,"9095 E 47th Ave, Denver, CO, 80238",CO,Garage Doors,T,0,5/17/2022,,N,http://safegaragedoorrepair.com/garage-door-repair-northfield.php,N,N,N,N,N,N,N,N,N,N,N,3,2,1,0,0,0,0,7,13,20
