Acct #,(Required),"Name (Last, First)",Dialed,L14 Dials,TZ,City,State,PWC,MOR,Days,Last Note
84052148,Mijares Handyman,"Mijares Castaneda, Mateo",N,0,PST,Encinitas,CA,Handyman,T,0,01/31/2022
84068867,Whitney's Cleaning crew,"xx, Whitney",N,0,EST,Berea,KY,Cleaning Services,T,0,01/31/2022
84073535,Ramirez Cleaning,"Garcia Ramirez, Melanie",N,0,CST,Denton County,TX,Maid Service,O,0,01/31/2022
84084909,Munera Cleaning,"Munera, Marta",N,0,EST,Cape Coral,FL,Cleaning Services,T,0,01/31/2022
84085286,Mylin Cleaning Co Inc,"Avalos, Myle Teresa",N,0,EST,Miami,FL,Cleaning Services,T,0,01/31/2022
84093700,Handy Andy Handyman Services -,,N,0,EST,Lakeside Marblehead,OH,Handyman,T,0,01/31/2022
84133287,Cali Handyman,"Perdomo, Juan Carlos",N,0,PST,Oakland,CA,Additions and Remodels,O,0,01/31/2022
84137898,Dee Dee Cleaning Service,"Lyle, Donna",N,0,EST,,GA,Maid Service,O,0,01/31/2022
84145830,Maid 2 Clean,Ariel,N,0,EST,Albany,NY,Cleaning Services,T,0,01/31/2022
84154472,Chic Clean Service,"Rod, Angie",N,0,PST,Santa Clara,CA,Cleaning Services,O,0,01/31/2022
84183091,B & B Cleaning,"Beene, Beverly",N,0,CST,Willow Park,TX,Cleaning Services,T,0,01/31/2022
84183515,marrys cleaning paradise,"saucedo, kevin",N,0,CST,Houston,TX,Maid Service,T,0,01/31/2022
84185708,Badons Cleaning Services,Kevin,N,0,PST-2,Lahaina,HI,Cleaning Services,T,0,01/31/2022
84194093,Ana cleaning services,,N,0,EST,Kearny,NJ,Cleaning Services,T,0,01/31/2022
84199691,Spic and Span cleaning services,"Princewill, Nengi ""Ted""",N,0,CST,Fulshire,TX,Maid Service,O,0,01/31/2022
84203990,AC Cleaning Services LLC,"Cisneros-Piedra, Jose",N,0,CST,Kansas City,KS,Cleaning Services,T,0,01/31/2022
84205773,Gulf Coast Resiential Cleaner,"Gulley, Donald",N,0,CST,Pensacola,FL,Maid Service,O,0,01/31/2022
84215624,"Down to Earth Cleaning Service, Inc.","O'Brien, Edward",N,0,EST,Poughkeepsie,NY,Cleaning Services,T,0,01/31/2022
84229183,Vegaman Handy Services,"Vega, Matt",N,0,CST,cook county,IL,Handyman,T,0,01/31/2022
84237444,Trópico maids,"hernandez, blanca",N,0,CST,Houston,TX,Maid Service,T,0,01/31/2022
84244664,All Hands Handyman,"Wilson, Sherman",N,0,CST,Little Rock,AR,Handyman,T,0,01/31/2022
84287105,DBT Cleaning LLC - Home  Facebook,"Taylor, Doug",N,0,EST,Baltimore,MD,Cleaning Services,T,0,01/31/2022
84294145,Odd Jobs and Repairs Handyman Service LLC.,"Wade, Andre",N,0,EST,Grosse Pointe,MI,Handyman,O,0,01/31/2022
84320673,GH Cleaning Services LLC,,N,0,EST,Wyoming MI,MI,Cleaning Services,T,0,01/31/2022
84322117,star cleaning servicrs,Roberto,N,0,PST,,CA,Cleaning Services,T,0,01/31/2022
84353346,The Best Cleaning,"Vagmacker, Dagmar",N,0,CST,New Orleans,LA,Maid Service,O,0,01/31/2022
84385984,Blue Sky Cleaning,"Quinto, Miguel",N,0,CST,Chicago,IL,Cleaning Services,T,0,01/31/2022
84395405,Tatiana Coach Clean Services,"Nichlos, Tatiana",N,0,PST,San Juan Capistrano,CA,Cleaning Services,T,0,01/31/2022
84408341,Steven's Cleaning Company ,"Moore, Shalanda",N,0,CST,,TN,Cleaning Services,T,0,01/31/2022
84420222,Glow & Shine Window Cleaners,,N,0,EST,,NY,Cleaning Services,T,0,01/31/2022
84421925,Adams Cleaning Services and More,"Adams, Jessica",N,0,MST,Mesa,AZ,Maid Service,O,0,01/31/2022
84423727,Holden Cleans,"Skuca, Holden",N,0,EST,,MI,Maid Service,O,0,01/31/2022
84424597,Handyman,"Fernandes, Shelton",N,0,PST-2,,HI,Handyman,T,0,01/31/2022
84441117,Custom Clean Detailing,,N,0,CST,Houston,TX,Cleaning Services,T,0,01/31/2022
84458609,chevalier floor cleaner and maintenance,,N,0,EST,Miami,FL,Cleaning Services,T,0,01/31/2022
84461258,Pro Care Pressure Wash LLC - Startpagina  Facebook,"Colon, Angel",N,0,EST,Kissimmee,FL,Painting,T,0,01/31/2022
84474349,Water Boy Power Washing,"Palmer, Tylandis",N,0,EST,Baltimore,MD,Cleaning Services,T,0,01/31/2022
84477816,Deaken Powerwashing,"_, Tyler",N,0,EST,toms river,NJ,Painting,T,0,01/31/2022
84481305,Arelys House Cleaning,"Mendez, Arely",N,0,CST,Houston,TX,Maid Service,T,0,01/31/2022
84485364,Cape Verde Cleaning,"Fernandes, Jose Antonio Vaz",N,0,EST,Newark,NJ,Maid Service,T,0,01/31/2022
84599944,Double Bubble Cleaning Company,"Young, Sara",N,0,EST,Mendon,VT,Maid Service,O,0,01/31/2022
84606904,Action Pressure Washing,,N,0,PST,Walnut Creek,CA,Painting,T,0,01/31/2022
84611262,Abbey's Cleaning Service,"Scala, Abbey",N,0,CST,Highwood,IL,Maid Service,T,0,01/31/2022
84635733,FLS cleaning service,"Smith, Franciscus",N,0,CST,,TN,Maid Service,O,0,01/31/2022
84647322,No company handyman only,"Medina, Jonathan",N,0,EST,,NY,Handyman,O,0,01/31/2022
84658071,Best Value Handyman LLC,"Sanscrainte, Rick",N,0,EST,Westerville,OH,Handyman,T,0,01/31/2022
84683862,Cosmic Clean-Up,"Koelling, Brandon",N,0,EST,Wilksbourgh,PA,Cleaning Services,T,0,01/31/2022
84687472,Kelli's Cleaning Services,,N,0,EST,Midland,MI,Cleaning Services,T,0,01/31/2022
84687855,NJ Power Cleaners - Halaman Utama  Facebook,,N,0,EST,"PASSAIC, NJ",NJ,Electrical,T,0,01/31/2022
84693435,House Bright Power Washing,,N,0,EST,Lawrenceville,GA,Cleaning Services,T,0,01/31/2022
84693501,Alices Cleaning Angels,,N,0,EST,Mount Clemens,MI,Cleaning Services,T,0,01/31/2022
84701612,"Mrs. Vieras Cleaning Service, LLC.","Worthey, Amberyana",N,0,EST,Lithonia,GA,Maid Service,T,0,01/31/2022
84702406,Maid in Bellingham House Cleaning Service,Jo,N,0,EST,Lynn,MA,Cleaning Services,T,0,01/31/2022
84707316,OGaras Master Handyman Service,"xx, Chris",N,0,PST,Chico,CA,Handyman,T,0,01/31/2022
84709025,I-Clean,,N,0,CST,Dolton,IL,Cleaning Services,T,0,01/31/2022
84713170,Royal Maid Service,Kevin,N,0,EST,St. Petersburg,FL,Cleaning Services,T,0,01/31/2022
84732864,Klean Sweep Cleaning Service - Home  Facebook,Kay,N,0,CST,Columbia,MS,Cleaning Services,T,0,01/31/2022
84756083,Browns  upstate cleaning,"Brown, Matthew",N,0,EST,Anderson,SC,Maid Service,T,0,01/31/2022
84773173,Rodgers handyman Service,"Rodgers, Luke",N,0,EST,charlotte ,NC,Handyman,T,0,01/31/2022
84783666,Maid for You,"Queen, Lori",N,0,EST,Nooresboro,NC,Maid Service,T,0,01/31/2022
84799518,J&Jcleaning,,N,0,EST,Youngstown,OH,Cleaning Services,T,0,01/31/2022
84812797,The Portuguese Cleaning Services,"Faustino, Mara",N,0,EST,Philadelphia,PA,Cleaning Services,O,0,01/31/2022
84816669,East Atlanta Maids & Cleaning Services,Mark,N,0,EST,Atlanta,GA,Cleaning Services,T,0,01/31/2022
84819242,Ocean Breeze- Cleaning Company,Michelle,N,0,EST,Providence,RI,Additions and Remodels,T,0,01/31/2022
84824025,Brenda's cleaning Services - Home  Facebook,"Hernandez, Brenda",N,0,CST,Tulsa,OK,Cleaning Services,T,0,01/31/2022
84830734,ANDEL Cleaning Services,"Rogers, Lisa",N,0,EST,,MD,Maid Service,O,0,01/31/2022
84847679,Forever Clean LLC,,N,0,EST,,MD,Cleaning Services,T,0,01/31/2022
84848831,Bell Cleaning Services LLC,,N,0,EST,,MD,Cleaning Services,T,0,01/31/2022
84850213,Açoreana Cleaning services,"Cristina, Ana",N,0,PST,San Jose,CA,Cleaning Services,T,0,01/31/2022
84851038,S & E Superior Cleaners,"Edwards, Chadwick",N,1,EST,Brunswick,GA,Carpet and Fabric Cleaning,T,0,01/31/2022
84853783,Mara's Maids,"Schmidt, Raymara",N,0,EST,Naples,FL,Maid Service,T,0,01/31/2022
84868363,"Sacramento Environmental Services, LLC","Jenkins, Daniel",N,0,PST,Sacremento,CA,Testing & Abatement Services,T,0,01/31/2022
84873434,mayita's cleaning,"Freedman, Nelsy",N,0,EST,Sacramento,,Cleaning Services,T,0,01/31/2022
84878714,Cleaning,"acosta, marlene",N,1,PST,,NV,Maid Service,O,0,01/31/2022
84883159,....? Professional Cleaning Service,,N,0,EST,Carolina Beach,NC,Cleaning Services,T,0,01/31/2022
84884313,Mc Intosh Maids,"Bowser, Tiffany",N,0,EST,Greenwood,IN,Maid Service,O,0,01/31/2022
84920537,FastDry Advanced Carpet Cleaning Company In Virginia Beach,".., Mike",N,0,EST,Virginia Beach,VA,Carpet and Fabric Cleaning,T,0,01/31/2022
84924088,Dasilvaâs cleaning,"Dasilva, Beatriz",N,0,EST,Brockton,MA,Maid Service,O,0,01/31/2022
84937307,Total Cleaning Services,,N,1,EST,Miami,FL,Cleaning Services,T,0,01/31/2022
84938555,Mr. BIGG'S   Handyman's and  maintain Service's,"Ramsey, Derrick",N,0,CST,,TX,Handyman,T,0,01/31/2022
84940805,Power Plus Pressure Washing,"Floyd, Jeff",N,0,,,,Cleaning Services,T,0,01/31/2022
84942974,Charlies Handyman Service,"Dennis, Charlie",N,0,CST,Memphis,TN,Handyman,T,0,01/31/2022
84952216,Clean with Kait,,N,0,EST,Arlington,VA,Cleaning Services,T,0,01/31/2022
84971269,Simply Clean by Kelly Vignali ,"Vignali, Kelly",N,0,EST,Dudley ,MA,Cleaning Services,O,0,01/31/2022
85012949,D&H Handyman,"Rodriguez, Herbert",N,0,PST,Los Angeles,CA,Handyman,O,0,01/31/2022
84965225,Lady Maids,,N,0,,,,Maid Service,T,0,01/31/2022
85032196,Reyes Cleaning Service,"Reyes Rocha, Arlena",N,0,PST,Richmond,CA,Maid Service,IPH,0,01/31/2022
85039803,hog/dairy powerwashing,Ryan,N,0,CST,Marshall,MN,Cleaning Services,T,0,01/31/2022
85042351,Utopias Cleaning Service,"Woodson, Utopia",N,0,CST,Sachse,TX,Cleaning Services,O,0,01/31/2022
85063393,J. Vice Handyman Home Service,"Vice, Josh",N,0,EST,Kendallville,IN,Handyman,T,0,01/31/2022
85151583,Sister Cleaning Services,"Soares, Wellington",N,0,EST,Lincoln,DE,Maid Service,T,0,01/31/2022
85157656,mike's handyman service,"Sanders, Mike",N,0,EST,,PA,Handyman,O,0,01/31/2022
85189678,Roxie's Cleaning Services,,N,0,,,,Cleaning Services,T,0,01/31/2022
85195121,House Cleaning Service,,N,0,EST,Silver Spring MD,MD,Cleaning Services,T,0,01/31/2022
85195139,Diamond House Cleaning - Home  Facebook,"Elias Orlleana, Claudia",N,0,EST,Pune,MI,Cleaning Services,T,0,01/31/2022
85195152,Handyman,,N,0,CST,Mount Juliet,TN,Handyman,T,0,01/31/2022
85214767,South West Pressure Washing,"Osorio, Eric",N,0,CST,Houston,TX,Cleaning Services,O,0,01/31/2022
85215987,Salgados Cleaning,"Salgado, Romulo",N,0,EST,ELIZABETH,NJ,Maid Service,T,0,01/31/2022
85219913,Green Cleaning Services,"Scaramangos, Alexander",N,0,EST,Marlborough,MA,Cleaning Services,T,0,01/31/2022
85220821,Mendoza's Carpet Cleaning,,N,0,PST,Palo Alto,CA,Carpeting,T,0,01/31/2022
85221896,Thompson Handyman,"Thompson, Timothy",N,0,PST,Bend,OR,Handyman,O,0,01/31/2022
85233202,City Window Cleaning,Pedro,N,0,PST,Livermore,CA,Doors & Windows,T,0,01/31/2022
85238255,*NORAS KEEPING IT CLEAN,"WHITLEY, REGINA",N,0,EST,Clinton,NC,Maid Service,O,0,01/31/2022
85242159,CiCi's Cleaning Services ,"Ramirez, Noyola",N,0,CST,Highwood,IL,Cleaning Services,T,0,01/31/2022
85244000,MAID to GEAUX cleaning services by Ilene,Ilene,N,0,CST,Slidell,LA,Cleaning Services,T,0,01/31/2022
85244083,B.Gs .handyman services,,N,0,PST,Long Beach,CA,Handyman,T,0,01/31/2022
85273331,JC Handyman Services,"Castro, Jorge",N,0,CST,,TN,Handyman,T,0,01/31/2022
85279034,The Sunny Clean,Elizabeth,N,0,CST,Conway,AR,Cleaning Services,T,0,01/31/2022
85284840,Susana's House Cleaning Services,"Manzilla, Susana",N,0,EST,Monroe,NC,Cleaning Services,T,0,01/31/2022
85291609,Royal Cleaning Services,"Windless, Shanley",N,0,EST,Aiken,SC,Cleaning Services,O,0,01/31/2022
85303518, Lmv Maid Service LLC ,,N,0,EST,Randolph,NJ,Cleaning Services,T,0,01/31/2022
85316281,JJJ Handyman Services,"Jones, Richard",N,0,MST,Phoenix,AZ,Handyman,O,0,01/31/2022
85317509,Doug's Handyman Service,"Hammond, Doug",N,1,MST,Ogden,UT,Handyman,O,0,01/31/2022
85343424,Handy Father LLC,"smelter, Curtis",N,0,EST,Syracuse,IN,Handyman,T,0,01/31/2022
85349732,Cleanstate,"Williams, Yohana",N,0,EST,Pittsburgh,PA,Cleaning Services,O,0,01/31/2022
85351852,Mabel's Maid Service,Mabel,N,0,EST,Springfield,VA,Cleaning Services,T,0,01/31/2022
85353477,Handywill,,N,0,EST,Washington,DC,Handyman,T,0,01/31/2022
85358793,Best handyman we know,Paul,N,0,PST-2,alana moana oahu,HI,Handyman,T,0,01/31/2022
85376794,"The Cleaners of Atlanta, LLLP","Duffy, Shakera",N,0,EST,Atlanta,GA,Cleaning Services,T,0,01/31/2022
85379883, J.E.S. Handyman Services best service in town ,,N,2,,,,Handyman,T,0,01/31/2022
85384026,"The Cleaning Guy, LLC","Beardslee, Randall ""Randy""",N,0,EST,Grand Blanc,MI,Cleaning Services,T,0,01/31/2022
85385804,Top Class Cleanup Crew LLC,"., Terry",N,0,PST,Gardena,CA,Cleaning Services,T,0,01/31/2022
85391838,Mimi Cleaning Services,",, Juan",N,0,EST,,NY,Cleaning Services,T,0,01/31/2022
85395571, Avila Handyman Services Inc ,,N,0,EST,Miami,FL,Handyman,T,0,01/31/2022
85396623,H & H handyman Services,Charlie,N,0,PST,Concord,CA,Handyman,T,0,01/31/2022
85399174,Tim's Handyman,"Grey, Tim",N,0,CST,Abilene,TX,Handyman,T,0,01/31/2022
85434118,Clifford Butzers HandymanService,Deanna,N,0,EST,Lecanto,FL,Handyman,T,0,01/31/2022
85434933,DHCleaners-house cleaning services ,"Karcz, Monika",N,0,CST,Bolingbrook ,IL,Maid Service,O,0,01/31/2022
85447579,Wendy's Cleaning Services,"Moreira, Wendy",N,0,EST,Kearny,NJ,Cleaning Services,T,0,01/31/2022
85463654,Primus Mobile Detailing and Pressure Washing LLC,"Primus, Reginald",N,0,EST,Atlanta,GA,Cleaning Services,T,0,01/31/2022
85467719,The Cleaning Chick,,N,0,EST,King Of Prussia,PA,Cleaning Services,T,0,01/31/2022
85468796,Jade Cleaning Service Inc,,N,0,EST,Saint Petersburg,FL,Cleaning Services,T,0,01/31/2022
85475529,Handyman work. - Home  Facebook,,N,0,EST,Saginaw,MI,Handyman,T,0,01/31/2022
85481656,Mike Bennett Handyman/gardener 843-735-4095,,N,0,EST,,SC,Handyman,T,0,01/31/2022
85487880,Highest Quality House Cleaning,"Michalski, Michele",N,1,EST,Colchester,VT,Cleaning Services,T,0,01/31/2022
85489082,Finest Shine Cleaning Services LLC,"Foster, Garriett",N,0,EST,Fort Pierce,FL,Maid Service,T,0,01/31/2022
85495678,Christian hands handy man service,"Nichols, James",N,0,EST,,NC,Handyman,O,0,01/31/2022
85497982,American Maid,"Sams, Cassandra",N,2,CST,Portage,IN,Cleaning Services,T,0,01/31/2022
85501323,Diaz Handyman Services - Unlicensed Contractor,"Diaz, Hiram",N,0,PST,San Rafael,CA,Handyman,T,0,01/31/2022
85501609,Ryan Miller Handyman ,,N,0,PST,San clemente,CA,Handyman,T,0,01/31/2022
85552585,Zee Family AllStar Cleaning Service LLC,"Satcher, Zanetta",N,0,CST,Jackson,MS,Maid Service,O,0,01/31/2022
85566742,The Genius Cleaning,"Rivas, Brenda",N,0,EST,Doylestown,PA,Cleaning Services,T,0,01/31/2022
85567354,Golden Cleaning,"Aguirre, Josefina",N,0,EST,Columbus,OH,Cleaning Services,T,0,01/31/2022
85568531,Colorados Best Cleaning Services,,N,0,MST,Fort Collins,CO,Cleaning Services,T,0,01/31/2022
85569379,Sparkle and shine house cleaning service,"., Alejandra",N,0,CST,Lubbock,TX,Maid Service,T,0,01/31/2022
85578940,Duct Cleaner Frisco TX,Pleasure,N,0,CST,Rockwall,TX,Cleaning Services,T,0,01/31/2022
85578968,Steve's Carpet Cleaning,Carpet Cleaning & Mobile Auto Detailing Service in,N,0,PST,"Canby, OR 97013",OR,Carpeting,T,0,01/31/2022
85594297,Daleyzas Cleaning Services LLC,"Jimenez, Maria",N,1,MST,Denver,CO,Maid Service,O,0,01/31/2022
85597313,Tai Chi Cleaning LLC,"Rodriguez, Jessica",N,0,EST,St. Petersburg,FL,Maid Service,O,0,01/31/2022
85601821,Marry maids,"Arevalo, Miranda",N,0,EST,Providence,RI,Cleaning Services,T,0,01/31/2022
85603599,Miller Handyman Inc,"Miller, Joel",N,0,EST,Jacksonville,FL,Handyman,T,0,01/31/2022
85611064,S&L Handyman Service,",, Lonnie",N,1,EST,Palm Bay,FL,Handyman,T,0,01/31/2022
85615245,Handy MGM,1 review,N,0,PST,Richmond,CA,Handyman,T,0,01/31/2022
85646942,Chicagos Top Handymen,Daniekl,N,0,CST,Orland Park,IL,Handyman,T,0,01/31/2022
85650286,S&T Handyman Service,"McCoy, Darnell",N,0,EST,,MD,Handyman,T,0,01/31/2022
85658541,Abel's Handyman Service,"Handyman, Abel",N,1,PST,Bishop,CA,Plaster & Drywall,T,0,01/31/2022
85685940,Debbiedoo Cleaning services,"Cowdrey, Deborah.",N,0,EST,Sycamore,OH,Maid Service,O,0,01/31/2022
85692004,Picasso's cleaning services ,"GÓMEZ, BEATRIZ",N,0,CST,Dallas,TX,Cleaning Services,O,0,01/31/2022
85695577,The Green Cleaning Fairy,"Lavigne, Kristin",N,0,EST,Middlebury,VT,Cleaning Services,T,0,01/31/2022
85696440,Home Clean Home,,N,0,EST,Oak Park,MI,Cleaning Services,T,0,01/31/2022
85717007,Zfam Cleaning,"Zardeneta, Drew",N,1,CST,Tomball,TX,Cleaning Services,T,0,01/31/2022
85719821,Shine Bright Cleaning Services,"Machado, Anna",N,0,CST,Brownsville,TX,Maid Service,O,0,01/31/2022
85728311,Honeydew Handy Services,"Long-Peak, Marissa",N,0,PST,Portland,OR,Handyman,T,0,01/31/2022
85736447,Cyclone handyman services  Facebook,,N,0,EST,Philadelphia,PA,Handyman,T,0,01/31/2022
85739507,Lasting Impressions Cleaning Service,"Blue, Micahel",N,0,EST,,NC,Cleaning Services,T,0,01/31/2022
85739654,My Three Sons Handyman Service,,N,0,EST,,VA,Handyman,T,0,01/31/2022
85741578,A Certified Cleaning Inc,"x, x",N,0,EST,orlando,FL,Cleaning Services,T,0,01/31/2022
85742199,Pristine Clean,Stephanie,N,0,PST,,WA,Cleaning Services,T,0,01/31/2022
85748886,Kelleys Pressure Washing Services,"Young, Tyler",N,0,EST,Buckhannon,WV,Cleaning Services,T,0,01/31/2022
85770484,Aqua Clean Pressure Washing - Inicio  Facebook,,N,0,EST,Moorestown,NJ,Painting,T,0,01/31/2022
85774671,Ben Gustafson Handyman,"Gustafson, Ben",N,0,MST,Salt Lake City,UT,Handyman,T,0,01/31/2022
85778646,Maidwell Cleaning llc,Nicole,N,0,EST,Washington DC,DC,Maid Service,T,0,01/31/2022
85789978,The Cleaning Concierge,"Lynn, Sara",N,0,MST,Bullhead City,AZ,Cleaning Services,T,0,01/31/2022
85794274,Yolanda's Cleaning Service,"Camacho, Yolanda",N,0,CST,Sherman,TX,Cleaning Services,T,0,01/31/2022
85801298,Jayden & Jordan's Cleaning Service LLC,"Burrell, Taquita",N,0,CST,De Soto,TX,Maid Service,O,0,01/31/2022
85820150,"Bay Area Cleaning Company, LLC","Castro, Cristian",N,0,PST,San Pablo,CA,Maid Service,T,0,01/31/2022
85821111,ISMAEL DERAS HANDYMAN,,N,0,PST,,CA,Handyman,T,0,01/31/2022
85821790,Busy Beez Cleaning Services LLC,"Tindale, Belinda",N,0,EST,Tampa,FL,Cleaning Services,O,0,01/31/2022
85830186,Handy Dan,,N,0,EST,,MA,Handyman,T,0,01/31/2022
85856807,A1 Cleaning Service,"Phipps, Robert",N,0,EST,Coldchester,VT,Cleaning Services,O,0,01/31/2022
85917386,So Worth It! Cleaning Service,"Keyworth, Glenda",N,0,PST,,CA,Cleaning Services,O,0,01/31/2022
85937436,Queen&King Cleaning Service,,N,0,CST,Chicago,IL,Cleaning Services,T,0,01/31/2022
85966101,ARG Handyman Services - Home  Facebook,"Garrison, Jennifer 'Jen'",N,0,EST,"FRANKLIN, NJ",NJ,Handyman,T,0,01/31/2022
85977858,Loyalty Handyman Service,"Escobar, Adan",N,0,PST,Long Beach,CA,Handyman,O,0,01/31/2022
86008805,On Point Power Washing,Joann (owner),N,0,PST,Reno,NV,Painting,T,0,01/31/2022
86042189,Salinas Handyman Services,"Salinas, Jesus",N,0,PST,Cathedral City,CA,Handyman,T,0,01/31/2022
86096346,HAskel Pressure Washing,Zachary,N,0,,,,Lawn Care,T,0,01/31/2022
86100395,"SBC Cleaning Service, LLC","Silva, Suellen",N,0,EST,Philadelphia,PA,Cleaning Services,T,0,01/31/2022
86103276,HANDYMAN SERVICES,"Le, Thang",N,0,PST,San Jose,CA,Additions and Remodels,O,0,01/31/2022
86106477,"Perez Home Cleaning, LLC","Perez, Angelica",N,0,CST,Kenosha,WI,Cleaning Services,O,0,01/31/2022
86109116,Home Handyman Services,"Johnson, Louis",N,0,PST,Sacramento,CA,Handyman,O,0,01/31/2022
86126823,Action Handyman Svc,,N,0,PST,Olympia,WA,Handyman,T,0,01/31/2022
86128693,A Deep Well Cleaning,,N,0,PST,Seattle,WA,Cleaning Services,T,0,01/31/2022
86153502,Gervazio Cleaning,"DaSilva, Patricia",N,0,EST,Newark,NJ,Maid Service,T,0,01/31/2022
86202212,C&k Cleaning and Yard Work,"xx, Crystal",N,0,EST,Arlington,VA,Cleaning Services,T,0,01/31/2022
86204254,Power wash Victor's - Home  Facebook,"Nataren, Victor",N,0,CST,Joliet,IL,Cleaning Services,T,0,01/31/2022
86219558,Brian Kinch Handyman & Property Care Services,"Kinch, Brian",N,0,EST,Mays Landing,NJ,Handyman,O,0,01/31/2022
86221382,The Xtreme Klean LLC,"Jimenez, Venus",N,0,PST,Whittier,CA,Maid Service,T,0,01/31/2022
86263138,J & D Cleaning Services,"Tillman, Jody",N,0,EST,Daytona beach,FL,Cleaning Services,O,0,01/31/2022
86280095,Briones HandyMan,,N,0,PST,Oakland,CA,Handyman,T,0,01/31/2022
86285804,PGB Power Washing,"Boyer, Patrick",N,0,EST,Pawtucket,RI,Additions and Remodels,T,0,01/31/2022
86298772,karla cleaning,"fonseca, karla",N,0,EST,Paterson,NJ,Maid Service,O,0,01/31/2022
86324627,Mejias cleaning service,"mejia, Jose",N,0,EST,Lexington,KY,Cleaning Services,T,0,01/31/2022
86335484,Colina Cleaners,"Corsi, Luis",N,0,EST,Bay Lake,FL,Maid Service,O,0,01/31/2022
86362465,Waynesville Maid,"Thorne, Debbie",N,0,EST,Weaverville,NC,Cleaning Services,T,0,01/31/2022
86364029,Clean Power Services LLC,,N,0,EST,Elizabeth,NJ,Cleaning Services,T,0,01/31/2022
86377404,Alvarado cleaning services,"Alvarado Villafranca, Maria",N,0,EST,Del Ray,FL,Maid Service,O,0,01/31/2022
86391167,Power Wash Sonoma County,,N,0,PST,Santa Rosa,CA,Cleaning Services,T,0,01/31/2022
86400334,"Diamond Shine Cleaning Pro, Corp.","Colon, Jessica (miguel)",N,0,EST,Cassleberry,FL,Maid Service,T,0,01/31/2022
86487533,CC Cleaning,,N,0,EST,Jacksonville,FL,Cleaning Services,T,0,01/31/2022
86490509,Adolfo's Handyman,Adolfo,N,0,PST,Garden Gricve,CA,Handyman,T,0,01/31/2022
86497002,Hands Full Cleaning Services,Erika,N,0,CST,Naperville,IL,Cleaning Services,T,0,01/31/2022
86510846,South State Power Washing,"Yearwood, Nicholas",N,0,EST,Gainesville,GA,Cleaning Services,O,0,01/31/2022
86521188,H2O Pressure Washing,"H2O Pressure Washing, Rob",N,0,EST,Fort Wayne,IN,Painting,T,0,01/31/2022
86526016,Mary's Residential Cleaning Services,"Vollrath, Mary",N,0,CST,Dresser,WI,Cleaning Services,O,0,01/31/2022
86529354,"Bialo's Cleaning Services, Inc.","Balbio, Paulo",N,0,EST,Acton,MA,Cleaning Services,T,0,01/31/2022
86541916,Diversified services,"Spooner, Robert",N,0,MST,,MT,Fences,O,0,01/31/2022
86571210,Walya Cleaning Service ,"Abshiru, Sofonias",N,0,PST,Oakland,CA,Maid Service,T,0,01/31/2022
86573625,Mega Group Janitorial Services,"L., Blessing",N,0,EST,Landover,MD,Cleaning Services,T,0,01/31/2022
86593037,MOLLY MAID of Greater Tulsa,,N,0,CST,Tulsa,OK,Cleaning Services,T,0,01/31/2022
86608865,Keepin it Klean LLC,"Lewis, Christine",N,0,CST,Napton,IL,Cleaning Services,T,0,01/31/2022
86615756,Pure Klean,"Walker, Barbara",N,0,MST,Denver,CO,Maid Service,T,0,01/31/2022
86620406,Brice's Handy Man Service,"Brown, Silvia",N,0,CST,Kansas City,KS,Handyman,T,0,01/31/2022
86627546,Wellborn Pressure Washing,,N,0,EST,Dalton,GA,Cleaning Services,T,0,01/31/2022
86652147,DADS Powerwashing LLC -   Facebook,"Conley, Scott",N,0,EST,Kalamazoo,MI,Painting,T,0,01/31/2022
86652929,Residential Cleaning Services,"Mcdowell, Lori",N,0,EST,Diamondale,MI,Cleaning Services,T,0,01/31/2022
86665462,Handyman services,"Jimenez, Matt",N,0,PST,holister,CA,Handyman,IPH,0,01/31/2022
86694053,Grace By Water Power Washing,Keith,N,0,CST,Sulphur Springs,TX,Cleaning Services,T,0,01/31/2022
86717273,Lee's Power Washing,,N,0,CST,Dexter,MO,Cleaning Services,T,0,01/31/2022
86717737,Sparkling Clean Service,".., Jose",N,1,PST,Chelan,WA,Cleaning Services,T,0,01/31/2022
86721247,Bee Quick Cleaning Services,"Smith, Debra",N,0,EST,Corbin,KY,Cleaning Services,O,0,01/31/2022
86723846,Handyman Eddie B,"Burke, Edmond",N,0,CST,Gadsden,AL,Handyman,O,0,01/31/2022
86738067,Handy Hands ,"Prime, William",N,0,CST,Nashville,TN,Handyman,O,0,01/31/2022
86743090,CPR cleaning,"Pace, Deana",N,0,MST,,MT,Maid Service,O,0,01/31/2022
86746419,Spotless Power Washing -   Facebook,"Last, First",N,0,PST,Fresno,CA,Electrical,O,0,01/31/2022
86771162,Clean Queen Cleaning Service,"Edwards, Raeshell",N,0,CST,Fort Worth,TX,Maid Service,T,0,01/31/2022
86773216,Pike Pressure Washing LLC,,N,0,EST,Milford,PA,Cleaning Services,T,0,01/31/2022
86787656,Tom's Handyman Service,"NA, Tom",N,0,PST,Valencia,CA,Handyman,T,0,01/31/2022
86813939,Swiftwater Pressure Washing,"Dowiatt, Tony",N,0,CST,Nekoosa,WI,Cleaning Services,O,0,01/31/2022
86833149,Ricaldi Cleaning Ser,,N,0,EST,Virgina,VA,Cleaning Services,T,0,01/31/2022
86845845,D R Pressurewashing,,N,0,EST,Spartanburg,SC,Handyman,T,0,01/31/2022
